user_id,age,gender,education_level,listening_hours,preferred_genres,favorite_artist,discovery_channel,country
67,51,Female,Master's,26.0,Electronic,David Guetta,Social Media,Brazil
68,53,Male,Master's,37.4,Pop,Lauv,Playlist,UK
69,65,Other,High school,22.6,Rock,Queen,Concert,Australia
70,30,Male,Some college,36.9,Indie,The Neighbourhood,Friend,UK
71,28,Male,Some college,33.4,Hip-hop,Kendrick Lamar,Friend,Mexico
72,17,Other,PhD,10.7,Country,Thomas Rhett,Concert,Brazil
73,54,Female,High school,32.5,Electronic,David Guetta,Search,USA
74,55,Male,Master's,16.4,Rock,Nirvana,Friend,Japan
75,44,Male,Bachelor's,14.2,Electronic,Avicii,Friend,Canada
76,69,Female,PhD,29.7,Electronic,Kygo,Radio,USA
77,14,Male,High school,39.5,Indie,Vampire Weekend,Playlist,Brazil
78,14,Male,High school,16.5,Rock,Nirvana,Playlist,Brazil
79,52,Female,Bachelor's,10.5,Pop,Billie Eilish,Concert,France
80,54,Female,Bachelor's,16.0,Country,Kacey Musgraves,Concert,USA
81,48,Other,Bachelor's,15.7,Rock,Imagine Dragons,Playlist,Germany
82,51,Female,Some college,38.3,Hip-hop,Post Malone,Radio,Australia
83,68,Female,Master's,9.2,Electronic,Tiësto,Search,UK
84,24,Female,Master's,24.0,Jazz,John Coltrane,Radio,USA
85,59,Male,Some college,9.9,Country,Luke Bryan,Social Media,Germany
86,31,Female,Bachelor's,13.7,Electronic,Zedd,Friend,Brazil
87,40,Male,PhD,6.4,Country,Luke Bryan,Playlist,Mexico
88,13,Female,Bachelor's,31.7,Electronic,Avicii,Playlist,Brazil
89,27,Female,PhD,10.5,Jazz,John Coltrane,Concert,Australia
90,48,Male,Bachelor's,32.5,Jazz,John Coltrane,Concert,India
91,66,Male,Master's,23.9,Rock,Imagine Dragons,Concert,Brazil
92,25,Female,Bachelor's,36.0,Rock,Imagine Dragons,Social Media,UK
93,55,Female,Bachelor's,30.0,Rock,AC/DC,Social Media,Mexico
94,33,Female,Some college,7.3,Hip-hop,Drake,Radio,Germany
95,24,Female,High school,17.4,Pop,Britney Spears,Playlist,USA
96,17,Female,Bachelor's,9.2,Jazz,Nina Simone,Search,Canada
97,19,Male,High school,15.1,Hip-hop,Kendrick Lamar,Concert,UK
98,17,Other,Master's,12.7,Rock,Queen,Radio,Brazil
99,60,Other,Some college,23.7,Rock,AC/DC,Playlist,USA
100,65,Male,Master's,20.7,Hip-hop,NF,Concert,Mexico
101,16,Other,Some college,14.0,Classical,Johannes Brahms,Social Media,UK
102,25,Male,High school,14.0,Classical,Pyotr Ilyich Tchaikovsky,Playlist,Germany
103,49,Male,Bachelor's,31.8,Indie,Vampire Weekend,Friend,Mexico
104,65,Male,High school,28.8,Jazz,Miles Davis,Friend,UK
105,53,Male,PhD,29.6,Indie,Foster The People,Friend,India
106,27,Male,Bachelor's,37.1,Hip-hop,Drake,Radio,USA
107,28,Female,PhD,12.9,Rock,Linkin Park,Friend,UK
108,33,Other,Master's,28.0,Indie,The 1975,Radio,France
109,48,Male,Some college,25.6,Hip-hop,Lil Nas X,Playlist,France
110,36,Other,High school,19.5,Rock,AC/DC,Concert,USA
111,28,Male,Master's,23.6,Rock,Nirvana,Search,Australia
112,26,Other,High school,15.2,Rock,AC/DC,Friend,USA
113,66,Male,Master's,14.0,Rock,Green Day,Friend,India
114,34,Male,Bachelor's,15.5,Electronic,David Guetta,Social Media,Canada
115,61,Female,PhD,27.2,Pop,Adele,Social Media,India
116,62,Male,Some college,18.3,Pop,Ariana Grande,Search,USA
117,18,Other,Master's,6.2,Hip-hop,Travis Scott,Playlist,UK
118,54,Female,Master's,34.0,Indie,Arctic Monkeys,Social Media,Australia
119,48,Other,Bachelor's,9.3,Electronic,Kygo,Friend,Germany
120,13,Female,High school,30.5,Hip-hop,$uicideboy$,Radio,India
121,44,Other,Master's,27.1,Pop,Justin Bieber,Playlist,Mexico
122,18,Female,Master's,20.0,Indie,Arctic Monkeys,Search,Brazil
123,43,Other,Bachelor's,31.0,Hip-hop,Post Malone,Radio,India
124,13,Male,Some college,26.8,Hip-hop,Travis Scott,Search,Japan
125,62,Male,Master's,20.4,Indie,The Neighbourhood,Concert,France
126,63,Female,High school,11.6,Rock,Imagine Dragons,Concert,France
127,49,Female,PhD,29.4,Hip-hop,Travis Scott,Playlist,Brazil
128,47,Male,PhD,38.1,Electronic,Tiësto,Playlist,Brazil
129,61,Female,PhD,29.2,Indie,Arctic Monkeys,Social Media,France
130,42,Other,Master's,27.9,Electronic,Avicii,Social Media,Germany
131,16,Male,Some college,21.6,Hip-hop,Eminem,Search,Mexico
132,47,Female,PhD,8.3,Pop,Taylor Swift,Concert,Mexico
133,55,Other,PhD,27.4,Pop,Selena Gomez,Search,France
134,26,Other,High school,23.1,Rock,Queen,Radio,Brazil
135,61,Female,Some college,14.0,Indie,Tame Impala,Social Media,Japan
136,52,Male,Some college,37.6,Rock,Nirvana,Playlist,UK
137,34,Other,Master's,13.4,Electronic,Avicii,Social Media,Brazil
138,22,Female,Bachelor's,25.8,Pop,Rita Ora,Radio,France
139,13,Male,Some college,16.0,Jazz,Nina Simone,Concert,Mexico
140,23,Other,Bachelor's,20.4,Jazz,Miles Davis,Radio,Canada
141,63,Other,Bachelor's,24.8,Jazz,Louis Armstrong,Social Media,UK
142,56,Female,Bachelor's,11.1,Country,Carrie Underwood,Radio,Japan
143,36,Male,Bachelor's,19.7,Hip-hop,Drake,Social Media,France
144,15,Female,PhD,13.9,Electronic,Tiësto,Friend,UK
145,47,Female,High school,9.9,Hip-hop,Eminem,Concert,Brazil
146,48,Male,Some college,34.5,Jazz,Herbie Hancock,Social Media,Germany
147,43,Male,PhD,19.9,Hip-hop,Eminem,Friend,USA
148,16,Female,PhD,29.9,Rock,Nirvana,Friend,Brazil
149,31,Male,Some college,17.3,Electronic,Kygo,Radio,Canada
150,59,Female,Master's,31.6,Hip-hop,Eminem,Radio,UK
151,48,Female,High school,17.4,Electronic,Martin Garrix,Social Media,India
152,33,Male,Master's,25.9,Indie,Florence + The Machine,Search,France
153,30,Other,PhD,34.1,Pop,Lauv,Search,USA
154,63,Female,Master's,24.9,Jazz,Miles Davis,Search,Brazil
155,40,Male,High school,19.8,Electronic,Avicii,Playlist,India
156,27,Other,High school,20.8,Jazz,Nina Simone,Friend,France
157,54,Male,High school,15.0,Hip-hop,Travis Scott,Search,India
158,14,Other,Some college,38.7,Pop,Lauv,Friend,Australia
159,49,Other,PhD,17.9,Country,Thomas Rhett,Friend,Mexico
160,23,Female,Some college,18.9,Indie,Tame Impala,Friend,Canada
161,35,Female,Some college,5.8,Rock,Imagine Dragons,Friend,Canada
162,56,Female,PhD,35.4,Classical,Ludwig van Beethoven,Friend,Brazil
163,53,Other,Some college,39.5,Electronic,Deadmau5,Radio,India
164,24,Other,Bachelor's,28.3,Electronic,Kygo,Playlist,Mexico
165,15,Other,Master's,12.3,Classical,Seattle Symphony Orchestra,Search,Germany
166,64,Male,Bachelor's,35.9,Jazz,Nina Simone,Playlist,India
167,29,Other,PhD,6.0,Rock,Imagine Dragons,Concert,Mexico
168,45,Other,High school,31.2,Jazz,Nina Simone,Friend,France
169,67,Female,Some college,17.4,Pop,Britney Spears,Concert,India
170,13,Female,High school,7.5,Electronic,Deadmau5,Radio,Brazil
171,51,Male,PhD,10.0,Hip-hop,Drake,Search,Japan
172,32,Female,PhD,9.8,Pop,Olivia Rodrigo,Playlist,France
173,59,Female,High school,27.7,Classical,Johannes Brahms,Concert,Canada
174,55,Male,Master's,21.4,Indie,The 1975,Radio,Mexico
175,64,Other,PhD,30.4,Electronic,Tiësto,Search,Australia
176,69,Female,Some college,21.0,Classical,Seattle Symphony Orchestra,Concert,UK
177,53,Other,Master's,5.8,Rock,Foo Fighters,Concert,UK
178,26,Male,High school,16.7,Rock,Green Day,Friend,France
179,43,Male,Master's,29.9,Classical,Hans Zimmer,Social Media,France
180,37,Male,Some college,34.7,Pop,Maroon 5,Friend,UK
181,15,Male,PhD,26.0,Country,Carrie Underwood,Friend,Australia
182,16,Female,High school,31.4,Electronic,Tiësto,Playlist,UK
183,43,Female,Master's,36.2,Jazz,Herbie Hancock,Radio,UK
184,47,Female,Master's,17.1,Indie,Florence + The Machine,Playlist,Australia
185,56,Female,PhD,15.5,Rock,Nirvana,Social Media,Australia
186,26,Female,Some college,25.8,Electronic,Marshmello,Social Media,Germany
187,61,Female,High school,25.0,Hip-hop,Kendrick Lamar,Social Media,Australia
188,53,Female,High school,33.7,Indie,Foster The People,Radio,USA
189,21,Male,High school,30.3,Electronic,Deadmau5,Friend,Germany
190,32,Other,High school,16.7,Rock,Green Day,Social Media,Mexico
191,44,Male,Master's,13.5,Hip-hop,Kendrick Lamar,Radio,Japan
192,21,Other,High school,13.8,Rock,Nirvana,Social Media,Mexico
193,39,Male,High school,8.7,Jazz,Herbie Hancock,Concert,USA
194,15,Male,Bachelor's,20.8,Indie,The 1975,Social Media,UK
195,69,Other,Master's,12.7,Electronic,Calvin Harris,Search,Australia
196,65,Other,High school,16.8,Hip-hop,$uicideboy$,Social Media,Japan
197,16,Other,Master's,32.6,Rock,Queen,Search,Australia
198,57,Other,Bachelor's,10.8,Hip-hop,$uicideboy$,Radio,Brazil
199,27,Male,Some college,8.6,Pop,Britney Spears,Radio,Brazil
200,45,Male,High school,17.0,Pop,Maroon 5,Radio,Brazil
201,17,Female,PhD,17.7,Rock,AC/DC,Radio,India
202,16,Female,Bachelor's,7.9,Rock,AC/DC,Social Media,Canada
203,58,Female,Master's,25.9,Pop,Adele,Radio,USA
204,24,Female,Bachelor's,16.1,Rock,Queen,Concert,India
205,35,Female,High school,29.2,Indie,The 1975,Concert,UK
206,26,Male,Bachelor's,27.2,Indie,The Neighbourhood,Social Media,Brazil
207,58,Male,Master's,24.6,Electronic,Martin Garrix,Search,Australia
208,24,Other,Bachelor's,34.8,Classical,Richard Strauss,Social Media,UK
209,69,Female,PhD,37.1,Rock,Nirvana,Friend,India
210,29,Male,Some college,11.9,Electronic,Deadmau5,Social Media,Mexico
211,37,Other,PhD,26.7,Indie,Vampire Weekend,Radio,Japan
212,42,Female,Some college,28.4,Hip-hop,Drake,Search,Brazil
213,34,Other,High school,15.1,Indie,Florence + The Machine,Radio,Australia
214,59,Female,Master's,26.3,Electronic,Martin Garrix,Friend,Canada
215,38,Male,High school,24.8,Electronic,Tiësto,Radio,Australia
216,29,Female,High school,34.5,Hip-hop,Travis Scott,Friend,France
217,67,Male,Bachelor's,37.5,Electronic,David Guetta,Social Media,UK
218,66,Male,Bachelor's,25.7,Classical,Seattle Symphony Orchestra,Social Media,UK
219,32,Other,PhD,31.4,Pop,Selena Gomez,Search,UK
220,46,Male,PhD,39.2,Hip-hop,Travis Scott,Friend,Japan
221,53,Other,Bachelor's,21.8,Rock,Coldplay,Playlist,Canada
222,45,Other,Bachelor's,11.1,Pop,Lauv,Search,Germany
223,49,Male,PhD,34.8,Pop,Rita Ora,Playlist,Mexico
224,19,Female,PhD,38.6,Hip-hop,NF,Social Media,Japan
225,34,Male,Master's,22.2,Pop,Taylor Swift,Search,Brazil
226,44,Female,PhD,28.3,Electronic,Calvin Harris,Social Media,India
227,26,Other,High school,15.8,Classical,Johannes Brahms,Playlist,Germany
228,20,Female,PhD,12.9,Rock,Green Day,Concert,Canada
229,69,Female,Master's,14.7,Electronic,Deadmau5,Search,India
230,37,Other,Some college,20.3,Rock,Linkin Park,Radio,Germany
231,28,Female,High school,24.4,Hip-hop,Post Malone,Playlist,Brazil
232,54,Other,Some college,20.5,Indie,Arctic Monkeys,Friend,Australia
233,31,Male,Some college,37.7,Country,Dan + Shay,Radio,France
234,53,Other,High school,38.0,Rock,Linkin Park,Friend,Japan
235,67,Male,Master's,18.0,Electronic,Zedd,Friend,France
236,28,Male,PhD,19.8,Hip-hop,Drake,Radio,Germany
237,24,Other,High school,39.0,Indie,Tame Impala,Radio,Australia
238,51,Male,Some college,31.2,Indie,Florence + The Machine,Social Media,Brazil
239,60,Male,PhD,27.9,Jazz,Louis Armstrong,Playlist,UK
240,42,Other,PhD,26.2,Jazz,John Coltrane,Playlist,India
241,14,Male,High school,33.4,Electronic,Zedd,Concert,Australia
242,44,Female,Some college,35.0,Rock,Linkin Park,Radio,Brazil
243,67,Female,Bachelor's,28.0,Rock,AC/DC,Radio,Germany
244,57,Female,PhD,34.6,Classical,London Symphony Orchestra,Radio,Mexico
245,37,Female,Master's,12.8,Electronic,Martin Garrix,Radio,USA
246,37,Female,High school,27.6,Indie,Vampire Weekend,Friend,UK
247,16,Other,PhD,39.4,Jazz,Louis Armstrong,Search,India
248,31,Female,High school,17.5,Pop,Britney Spears,Concert,Australia
249,60,Female,Bachelor's,14.2,Rock,AC/DC,Search,Canada
250,16,Male,High school,6.5,Classical,London Symphony Orchestra,Friend,Japan
251,55,Female,PhD,26.3,Rock,Imagine Dragons,Social Media,India
252,25,Male,PhD,33.9,Jazz,Herbie Hancock,Friend,Canada
253,51,Other,High school,16.7,Classical,Richard Strauss,Concert,Germany
254,48,Female,PhD,35.1,Classical,Richard Strauss,Search,Brazil
255,35,Male,Some college,5.4,Electronic,Calvin Harris,Playlist,USA
256,18,Other,Some college,33.4,Indie,The Neighbourhood,Concert,UK
257,36,Male,Some college,15.6,Electronic,Deadmau5,Search,USA
258,56,Male,PhD,26.3,Rock,Foo Fighters,Social Media,Australia
259,45,Female,High school,6.0,Country,Kacey Musgraves,Search,France
260,24,Female,High school,29.6,Jazz,Louis Armstrong,Friend,Australia
261,53,Other,PhD,7.9,Jazz,Herbie Hancock,Friend,Japan
262,33,Male,Bachelor's,12.1,Hip-hop,Drake,Social Media,Brazil
263,23,Other,High school,34.2,Rock,Linkin Park,Radio,USA
264,67,Other,PhD,22.8,Jazz,John Coltrane,Playlist,Brazil
265,56,Male,Bachelor's,18.9,Electronic,Martin Garrix,Friend,Brazil
266,50,Male,Bachelor's,33.3,Pop,Britney Spears,Radio,France
267,41,Male,Some college,37.2,Electronic,Kygo,Search,India
268,60,Male,High school,37.6,Indie,Foster The People,Playlist,India
269,53,Male,High school,14.1,Rock,Queen,Friend,France
270,15,Other,Bachelor's,13.8,Hip-hop,Eminem,Social Media,Germany
271,40,Male,Some college,22.5,Indie,Tame Impala,Playlist,Germany
272,32,Female,Master's,21.1,Country,Zac Brown Band,Friend,Canada
273,38,Female,Bachelor's,19.6,Electronic,Martin Garrix,Friend,Mexico
274,36,Other,Some college,31.3,Pop,Justin Bieber,Concert,Japan
275,66,Male,Some college,15.8,Jazz,John Coltrane,Search,UK
276,64,Other,Bachelor's,23.0,Electronic,Calvin Harris,Playlist,France
277,59,Female,Some college,17.2,Electronic,Martin Garrix,Friend,Japan
278,33,Male,Some college,35.0,Electronic,Zedd,Friend,Mexico
279,66,Female,PhD,35.4,Rock,AC/DC,Social Media,Mexico
280,42,Other,Bachelor's,17.1,Classical,London Symphony Orchestra,Search,Mexico
281,16,Female,PhD,31.3,Electronic,Kygo,Social Media,UK
282,48,Male,Master's,30.1,Pop,Rita Ora,Concert,Australia
283,52,Female,High school,34.5,Jazz,Miles Davis,Search,India
284,22,Male,PhD,38.9,Electronic,Tiësto,Concert,India
285,22,Male,Some college,15.9,Country,Thomas Rhett,Concert,Australia
286,54,Other,Master's,20.3,Jazz,Louis Armstrong,Playlist,USA
287,36,Male,Some college,17.2,Classical,Wolfgang Amadeus Mozart,Concert,France
288,16,Other,Some college,10.8,Rock,Green Day,Playlist,India
289,59,Male,PhD,20.1,Rock,Green Day,Search,UK
290,39,Female,Bachelor's,5.6,Jazz,Louis Armstrong,Friend,Mexico
291,63,Female,Some college,35.7,Rock,Imagine Dragons,Concert,Australia
292,57,Other,Some college,18.2,Rock,Queen,Concert,USA
293,16,Other,PhD,19.8,Rock,Nirvana,Search,Mexico
294,44,Male,Master's,13.2,Rock,Queen,Concert,France
295,22,Other,Bachelor's,31.4,Indie,Florence + The Machine,Playlist,Germany
296,23,Male,PhD,23.3,Country,Thomas Rhett,Radio,Brazil
297,40,Male,High school,30.0,Hip-hop,NF,Radio,UK
298,58,Other,PhD,12.7,Electronic,Avicii,Friend,UK
299,20,Other,PhD,16.4,Electronic,Zedd,Playlist,USA
300,52,Male,Bachelor's,30.2,Indie,Tame Impala,Concert,USA
301,34,Male,Some college,27.9,Rock,Imagine Dragons,Radio,India
302,46,Female,Master's,32.6,Pop,Selena Gomez,Concert,Japan
303,57,Male,Some college,35.7,Pop,Rita Ora,Concert,UK
304,47,Male,Master's,32.2,Jazz,Miles Davis,Search,Australia
305,47,Male,Some college,28.8,Hip-hop,Kendrick Lamar,Concert,Canada
306,37,Female,Bachelor's,10.0,Pop,Maroon 5,Search,Brazil
307,46,Male,Some college,16.4,Classical,Ludwig van Beethoven,Radio,Mexico
308,18,Female,PhD,21.1,Pop,Selena Gomez,Radio,France
309,53,Other,Some college,14.0,Pop,Rita Ora,Concert,USA
310,49,Male,Bachelor's,31.0,Electronic,Marshmello,Friend,Germany
311,13,Other,Bachelor's,34.4,Jazz,Herbie Hancock,Playlist,Australia
312,24,Other,PhD,13.9,Rock,Imagine Dragons,Friend,Japan
313,47,Male,Some college,33.1,Classical,Richard Strauss,Social Media,Australia
314,18,Female,PhD,7.5,Pop,Billie Eilish,Social Media,Australia
315,66,Female,Master's,8.3,Jazz,Louis Armstrong,Social Media,Canada
316,29,Female,Some college,37.1,Hip-hop,NF,Social Media,USA
317,21,Female,High school,25.8,Rock,Green Day,Search,Brazil
318,14,Other,Some college,12.9,Rock,Imagine Dragons,Social Media,Germany
319,30,Other,High school,16.8,Rock,AC/DC,Concert,Germany
320,61,Female,Master's,28.9,Electronic,Kygo,Radio,Canada
321,48,Female,Master's,35.3,Hip-hop,Lil Nas X,Friend,France
322,69,Female,PhD,9.7,Indie,Vampire Weekend,Playlist,India
323,40,Other,High school,29.6,Hip-hop,Lil Nas X,Social Media,Australia
324,53,Other,Master's,28.6,Pop,Rita Ora,Playlist,India
325,65,Other,Some college,23.8,Hip-hop,Drake,Social Media,Japan
326,49,Male,Master's,14.6,Pop,Taylor Swift,Concert,Brazil
327,61,Male,Master's,14.6,Pop,Britney Spears,Concert,Australia
328,38,Male,PhD,27.3,Jazz,Miles Davis,Radio,USA
329,16,Male,PhD,10.6,Hip-hop,Eminem,Social Media,France
330,52,Male,High school,12.6,Indie,Arctic Monkeys,Friend,Germany
331,48,Other,Bachelor's,36.4,Pop,Rita Ora,Social Media,India
332,63,Other,Some college,37.1,Indie,Florence + The Machine,Search,Australia
333,43,Other,Some college,36.3,Pop,Maroon 5,Friend,Japan
334,42,Female,Bachelor's,28.9,Hip-hop,Travis Scott,Concert,Australia
335,62,Male,Master's,11.2,Jazz,John Coltrane,Friend,Australia
336,46,Female,High school,34.0,Country,Dan + Shay,Social Media,USA
337,31,Other,Some college,24.7,Hip-hop,NF,Friend,USA
338,30,Female,PhD,39.9,Jazz,Louis Armstrong,Search,Brazil
339,42,Male,Some college,19.2,Electronic,Zedd,Radio,Brazil
340,33,Other,Bachelor's,6.0,Indie,Tame Impala,Concert,India
341,15,Male,PhD,37.4,Pop,Billie Eilish,Friend,UK
342,18,Male,Master's,30.7,Jazz,John Coltrane,Friend,Canada
343,50,Other,Master's,9.5,Country,Carrie Underwood,Social Media,Brazil
344,25,Other,Master's,30.5,Indie,Tame Impala,Friend,Japan
345,57,Male,Master's,8.9,Rock,Queen,Playlist,USA
346,66,Male,Bachelor's,35.2,Hip-hop,Travis Scott,Playlist,USA
347,15,Other,Master's,20.6,Indie,Arctic Monkeys,Concert,Japan
348,60,Male,Master's,16.1,Hip-hop,Post Malone,Search,Australia
349,40,Other,High school,7.7,Pop,Selena Gomez,Social Media,Australia
350,34,Other,Bachelor's,12.0,Rock,Nirvana,Social Media,Brazil
351,52,Male,Master's,10.5,Pop,Taylor Swift,Radio,USA
352,52,Female,Some college,34.3,Electronic,Calvin Harris,Radio,USA
353,24,Female,Some college,25.3,Country,Carrie Underwood,Friend,Australia
354,35,Female,High school,17.0,Jazz,Nina Simone,Radio,Australia
355,43,Other,Master's,22.2,Country,Zac Brown Band,Radio,Canada
356,30,Female,High school,8.7,Pop,Adele,Social Media,Australia
357,19,Female,PhD,36.6,Electronic,Deadmau5,Radio,Canada
358,20,Other,Master's,6.7,Electronic,Zedd,Radio,Australia
359,31,Female,PhD,7.2,Pop,Britney Spears,Radio,Mexico
360,41,Female,Bachelor's,28.2,Pop,Justin Bieber,Playlist,Brazil
361,56,Other,Master's,18.9,Jazz,Nina Simone,Friend,France
362,32,Male,Master's,7.8,Classical,Ludwig van Beethoven,Concert,Brazil
363,62,Other,High school,13.2,Jazz,Louis Armstrong,Radio,UK
364,54,Female,High school,19.8,Rock,Nirvana,Concert,USA
365,42,Female,Bachelor's,34.6,Pop,Lauv,Playlist,Germany
366,59,Other,Bachelor's,32.8,Hip-hop,Drake,Social Media,India
367,34,Female,High school,31.4,Jazz,Nina Simone,Radio,UK
368,22,Male,Some college,22.5,Indie,The 1975,Playlist,UK
369,38,Other,High school,6.6,Indie,Foster The People,Concert,USA
370,63,Female,High school,20.7,Rock,Queen,Search,Germany
371,45,Other,Some college,36.5,Jazz,Louis Armstrong,Friend,USA
372,40,Male,Bachelor's,20.6,Pop,Billie Eilish,Concert,Brazil
373,22,Male,PhD,10.2,Electronic,David Guetta,Search,Germany
374,41,Female,High school,25.3,Indie,Tame Impala,Playlist,Brazil
375,56,Male,PhD,33.4,Electronic,Martin Garrix,Playlist,Canada
376,30,Other,Bachelor's,38.3,Hip-hop,NF,Social Media,Australia
377,54,Male,High school,17.0,Rock,AC/DC,Playlist,Australia
378,13,Male,High school,25.8,Rock,Foo Fighters,Playlist,Brazil
379,35,Other,Bachelor's,31.3,Indie,Florence + The Machine,Friend,USA
380,29,Other,Bachelor's,39.3,Electronic,Zedd,Search,Germany
381,55,Male,High school,23.3,Country,Zac Brown Band,Friend,Germany
382,49,Other,PhD,7.0,Indie,The Neighbourhood,Social Media,Japan
383,43,Female,Some college,16.3,Pop,Selena Gomez,Radio,USA
384,37,Female,Some college,27.0,Electronic,Zedd,Social Media,Canada
385,65,Female,High school,6.0,Electronic,Kygo,Social Media,Brazil
386,16,Female,PhD,20.8,Indie,The Neighbourhood,Radio,Japan
387,64,Female,Bachelor's,7.6,Country,Kacey Musgraves,Friend,India
388,21,Female,Bachelor's,14.4,Pop,Olivia Rodrigo,Playlist,Brazil
389,69,Male,Master's,11.1,Rock,Nirvana,Radio,UK
390,40,Male,Some college,19.7,Hip-hop,Eminem,Social Media,Japan
391,42,Female,Master's,27.1,Country,Carrie Underwood,Search,Canada
392,59,Male,Some college,14.0,Electronic,Kygo,Friend,India
393,36,Other,High school,10.8,Electronic,Marshmello,Friend,France
394,45,Other,PhD,15.5,Hip-hop,NF,Playlist,Mexico
395,32,Other,Some college,24.1,Indie,Tame Impala,Radio,Australia
396,21,Female,PhD,32.7,Country,Dan + Shay,Radio,India
397,20,Other,Master's,25.4,Hip-hop,$uicideboy$,Search,UK
