user_id,age,gender,education_level,listening_hours,preferred_genres,favorite_artist,discovery_channel,country
79,52,Female,Some college,18.26517387201085,Pop,Billie Eilish,Concert,France
80,54,Female,Some college,13.096180636586809,Rock,Linkin Park,Concert,USA
81,48,Other,Some college,10.913809733408954,Rock,Linkin Park,Playlist,Germany
82,51,Female,Bachelor's,22.262330134697546,Rock,Green Day,Radio,Australia
83,68,Female,Some college,17.47953019879383,Rock,Imagine Dragons,Search,UK
84,24,Female,Master's,39.55630615725916,Pop,Olivia Rodrigo,Radio,USA
85,59,Male,High school,12.4248524813323,Rock,Nirvana,Social Media,Germany
86,31,Female,Some college,23.103861971543008,Pop,Britney Spears,Friend,Brazil
87,40,Male,Bachelor's,13.511011246997239,Hip-hop,Lil Nas X,Playlist,Mexico
88,13,Female,Some college,12.596810681429357,Pop,Billie Eilish,Playlist,Brazil
89,27,Female,Some college,20.112320877817343,Rock,Coldplay,Concert,Australia
90,48,Male,Some college,14.094708539678395,Pop,Ariana Grande,Concert,India
91,66,Male,High school,10.635288506099652,Rock,Imagine Dragons,Concert,Brazil
92,25,Female,High school,20.53540423773576,Rock,Nirvana,Social Media,UK
93,55,Female,PhD,16.229904962564333,Jazz,Herbie Hancock,Social Media,Mexico
94,33,Female,High school,16.01981843476578,Rock,Coldplay,Radio,Germany
95,24,Female,Master's,26.8600469394331,Rock,Linkin Park,Playlist,USA
96,17,Female,Bachelor's,21.068734298749742,Rock,Linkin Park,Search,Canada
97,19,Male,Master's,27.223255157937867,Hip-hop,Drake,Concert,UK
98,17,Other,PhD,28.353390222657385,Classical,Pyotr Ilyich Tchaikovsky,Radio,Brazil
99,60,Other,Some college,14.461273625558773,Hip-hop,NF,Playlist,USA
100,65,Male,High school,14.803014379362697,Rock,Foo Fighters,Concert,Mexico
101,16,Other,Bachelor's,19.22998527781741,Electronic,Marshmello,Social Media,UK
102,25,Male,Master's,23.212934166778115,Rock,Coldplay,Playlist,Germany
103,49,Male,High school,25.246791645260284,Rock,Nirvana,Friend,Mexico
104,65,Male,High school,9.318806740570029,Rock,Green Day,Friend,UK
105,53,Male,Some college,24.09756522566581,Pop,Taylor Swift,Friend,India
106,27,Male,Master's,21.243474406340017,Electronic,David Guetta,Radio,USA
107,28,Female,High school,26.643963666934795,Rock,Queen,Friend,UK
108,33,Other,High school,17.830639442725545,Pop,Dua Lipa,Radio,France
109,48,Male,High school,17.440873794416074,Pop,Lauv,Playlist,France
110,36,Other,Master's,15.88785913404051,Jazz,Herbie Hancock,Concert,USA
111,28,Male,Some college,24.586811784124304,Pop,Lauv,Search,Australia
112,26,Other,High school,25.108663007482498,Pop,Justin Bieber,Friend,USA
113,66,Male,High school,18.20457627169796,Rock,AC/DC,Friend,India
114,34,Male,High school,20.051449236085055,Pop,Dua Lipa,Social Media,Canada
115,61,Female,Some college,13.448934333628253,Pop,Justin Bieber,Social Media,India
116,62,Male,High school,19.871113419833527,Rock,Green Day,Search,USA
117,18,Other,Bachelor's,17.156169494661583,Pop,Lauv,Playlist,UK
118,54,Female,High school,20.58101617736775,Pop,Billie Eilish,Social Media,Australia
119,48,Other,Master's,20.835170881579778,Electronic,Zedd,Friend,Germany
120,13,Female,High school,11.856116772351916,Rock,Queen,Radio,India
121,44,Other,High school,25.087621000713547,Pop,Ariana Grande,Playlist,Mexico
122,18,Female,PhD,29.951124070760084,Jazz,Nina Simone,Search,Brazil
123,43,Other,Bachelor's,25.466976541452503,Electronic,Zedd,Radio,India
124,13,Male,Some college,15.927537218165597,Rock,Imagine Dragons,Search,Japan
125,62,Male,Some college,12.080499553414,Rock,AC/DC,Concert,France
126,63,Female,Some college,16.882603294948506,Rock,Nirvana,Concert,France
127,49,Female,Some college,12.901619267940196,Rock,Nirvana,Playlist,Brazil
128,47,Male,Some college,17.385262572644088,Pop,Britney Spears,Playlist,Brazil
129,61,Female,Some college,10.040232555644467,Pop,Selena Gomez,Social Media,France
130,42,Other,Some college,22.64296892961825,Rock,Queen,Social Media,Germany
131,16,Male,Master's,26.32667210156421,Electronic,Deadmau5,Search,Mexico
132,47,Female,Some college,13.328621329804179,Pop,Dua Lipa,Concert,Mexico
133,55,Other,Some college,14.967934206979873,Pop,Adele,Search,France
134,26,Other,High school,23.618944613313836,Rock,Coldplay,Radio,Brazil
135,61,Female,High school,20.541219561543134,Rock,Green Day,Social Media,Japan
136,52,Male,PhD,15.18509045265878,Jazz,Nina Simone,Playlist,UK
137,34,Other,PhD,24.85315430830451,Classical,Ludwig van Beethoven,Social Media,Brazil
138,22,Female,Master's,28.627642513593283,Pop,Dua Lipa,Radio,France
139,13,Male,High school,16.857405763473256,Pop,Taylor Swift,Concert,Mexico
140,23,Other,Master's,27.280177176727317,Rock,AC/DC,Radio,Canada
141,63,Other,High school,11.570270587423458,Pop,Ed Sheeran,Social Media,UK
142,56,Female,Some college,20.217058683459882,Pop,Lauv,Radio,Japan
143,36,Male,Master's,23.7272878146952,Pop,Justin Bieber,Social Media,France
144,15,Female,Some college,14.212241562886922,Pop,Lauv,Friend,UK
145,47,Female,High school,13.97033326641477,Pop,Maroon 5,Concert,Brazil
146,48,Male,Some college,13.612331041747414,Rock,Foo Fighters,Social Media,Germany
147,43,Male,Some college,19.26608067714379,Pop,Ariana Grande,Friend,USA
148,16,Female,Master's,21.15338802095497,Rock,Linkin Park,Friend,Brazil
149,31,Male,High school,27.77592858285451,Pop,Maroon 5,Radio,Canada
150,59,Female,High school,12.946403004522246,Rock,Green Day,Radio,UK
151,48,Female,High school,12.605026978918858,Rock,Imagine Dragons,Social Media,India
152,33,Male,High school,26.057070906166416,Pop,Taylor Swift,Search,France
153,30,Other,PhD,36.99083849977767,Classical,Hans Zimmer,Search,USA
154,63,Female,High school,10.686899673716116,Rock,Green Day,Search,Brazil
155,40,Male,High school,19.769053019885455,Rock,Green Day,Playlist,India
156,27,Other,Bachelor's,14.311560389998544,Rock,Green Day,Friend,France
157,54,Male,Master's,20.042846021446124,Electronic,Martin Garrix,Search,India
158,14,Other,Some college,18.222959992242533,Rock,AC/DC,Friend,Australia
159,49,Other,Master's,21.786543094889492,Pop,Adele,Friend,Mexico
160,23,Female,Bachelor's,30.838042551532297,Pop,Taylor Swift,Friend,Canada
161,35,Female,High school,17.95474924172888,Pop,Lauv,Friend,Canada
162,56,Female,Master's,11.258861261547455,Electronic,Marshmello,Friend,Brazil
163,53,Other,Bachelor's,15.829152527344654,Electronic,Zedd,Radio,India
164,24,Other,PhD,27.602686230728004,Indie,Tame Impala,Playlist,Mexico
165,15,Other,Bachelor's,16.80877497598927,Pop,Britney Spears,Search,Germany
166,64,Male,Some college,23.063091885249293,Rock,Nirvana,Playlist,India
167,29,Other,Master's,17.00179490013315,Rock,Linkin Park,Concert,Mexico
168,45,Other,Bachelor's,21.084767246493797,Pop,Ed Sheeran,Friend,France
169,67,Female,High school,10.981366739239249,Pop,Taylor Swift,Concert,India
170,13,Female,High school,11.19036106592188,Rock,Coldplay,Radio,Brazil
171,51,Male,High school,17.37632018286315,Pop,Ed Sheeran,Search,Japan
172,32,Female,Bachelor's,24.599335762473856,Pop,Selena Gomez,Playlist,France
173,59,Female,Some college,6.376394515962039,Pop,Lauv,Concert,Canada
174,55,Male,Some college,20.215036148497127,Rock,Green Day,Radio,Mexico
175,64,Other,Some college,19.35837902006152,Hip-hop,Post Malone,Search,Australia
176,69,Female,High school,21.49623420559699,Pop,Ariana Grande,Concert,UK
177,53,Other,PhD,17.85803425132301,Classical,Tchaikovsky,Concert,UK
178,26,Male,Some college,25.687798958267578,Pop,Maroon 5,Friend,France
179,43,Male,PhD,28.815290698670207,Indie,Foster The People,Social Media,France
180,37,Male,High school,24.890502618734676,Rock,Coldplay,Friend,UK
181,15,Male,Bachelor's,10.299377150566894,Pop,Rita Ora,Friend,Australia
182,16,Female,Master's,36.57437132251975,Pop,Dua Lipa,Playlist,UK
183,43,Female,Master's,15.082350903579375,Pop,Rita Ora,Radio,UK
184,47,Female,High school,21.95646068253346,Rock,Nirvana,Playlist,Australia
185,56,Female,High school,15.225612070093657,Pop,Olivia Rodrigo,Social Media,Australia
186,26,Female,High school,10.895945265806747,Pop,Britney Spears,Social Media,Germany
187,61,Female,Master's,10.358836291764565,Rock,AC/DC,Social Media,Australia
188,53,Female,Some college,16.48729797261015,Rock,AC/DC,Radio,USA
189,21,Male,Bachelor's,29.49620735488243,Electronic,Deadmau5,Friend,Germany
190,32,Other,High school,12.432118459201773,Pop,Olivia Rodrigo,Social Media,Mexico
191,44,Male,Some college,19.767695850164603,Rock,Nirvana,Radio,Japan
192,21,Other,Bachelor's,28.5403741645732,Electronic,Calvin Harris,Social Media,Mexico
193,39,Male,Some college,16.661303343179554,Rock,Linkin Park,Concert,USA
194,15,Male,Master's,18.18583401083336,Electronic,Deadmau5,Social Media,UK
195,69,Other,High school,14.470962954354537,Rock,Linkin Park,Search,Australia
196,65,Other,Master's,16.824542293728765,Electronic,Calvin Harris,Social Media,Japan
197,16,Other,Bachelor's,24.067186227401578,Pop,Adele,Search,Australia
198,57,Other,High school,10.146254502538472,Pop,Billie Eilish,Radio,Brazil
199,27,Male,Master's,27.579448484522132,Electronic,Martin Garrix,Radio,Brazil
200,45,Male,High school,24.269517263929327,Pop,Adele,Radio,Brazil
201,17,Female,PhD,26.73815943639581,Classical,Wolfgang Amadeus Mozart,Radio,India
202,16,Female,High school,27.38543912009633,Pop,Selena Gomez,Social Media,Canada
203,58,Female,PhD,14.799950423086687,Indie,Tame Impala,Radio,USA
204,24,Female,High school,27.225211163349773,Rock,Coldplay,Concert,India
205,35,Female,Some college,17.23217219757253,Rock,Linkin Park,Concert,UK
206,26,Male,Bachelor's,11.514413833795068,Electronic,Avicii,Social Media,Brazil
207,58,Male,Bachelor's,21.209161842034764,Rock,Green Day,Search,Australia
208,24,Other,PhD,20.017276187947033,Jazz,Herbie Hancock,Social Media,UK
209,69,Female,Master's,22.623029107829566,Electronic,Avicii,Friend,India
210,29,Male,Bachelor's,25.555963282659725,Rock,Green Day,Social Media,Mexico
211,37,Other,High school,19.613604263114816,Rock,Linkin Park,Radio,Japan
212,42,Female,PhD,13.96864366138208,Jazz,Nina Simone,Search,Brazil
213,34,Other,Master's,19.673188382018925,Rock,AC/DC,Radio,Australia
214,59,Female,Some college,24.68305538983919,Pop,Justin Bieber,Friend,Canada
215,38,Male,PhD,21.34944879822514,Jazz,Nina Simone,Radio,Australia
216,29,Female,Master's,28.451460166444114,Electronic,Deadmau5,Friend,France
217,67,Male,Some college,13.026494543561078,Pop,Lauv,Social Media,UK
218,66,Male,Some college,16.78284327734194,Pop,Ed Sheeran,Social Media,UK
219,32,Other,Bachelor's,27.431378502193198,Rock,Green Day,Search,UK
220,46,Male,Some college,19.979337094902583,Pop,Selena Gomez,Friend,Japan
221,53,Other,Some college,21.16200164955066,Rock,Imagine Dragons,Playlist,Canada
222,45,Other,Some college,13.265420187684988,Rock,Coldplay,Search,Germany
223,49,Male,Some college,18.869506385600097,Rock,Linkin Park,Playlist,Mexico
224,19,Female,Master's,20.660720922896402,Rock,Nirvana,Social Media,Japan
225,34,Male,PhD,20.948300766824115,Indie,Arctic Monkeys,Search,Brazil
226,44,Female,Some college,18.474022988149287,Pop,Lauv,Social Media,India
227,26,Other,Bachelor's,20.876444526313257,Rock,Coldplay,Playlist,Germany
228,20,Female,Bachelor's,25.611391425943136,Pop,Justin Bieber,Concert,Canada
229,69,Female,High school,13.03747263021291,Pop,Maroon 5,Search,India
230,37,Other,Bachelor's,22.70677141834063,Rock,AC/DC,Radio,Germany
231,28,Female,Bachelor's,25.85156603370472,Rock,Foo Fighters,Playlist,Brazil
232,54,Other,Master's,20.145689813914597,Electronic,Zedd,Friend,Australia
233,31,Male,High school,21.97711951267253,Rock,Queen,Radio,France
234,53,Other,High school,12.412630653522903,Rock,Green Day,Friend,Japan
235,67,Male,Bachelor's,18.582362933990858,Pop,Ariana Grande,Friend,France
236,28,Male,Master's,20.22971497403087,Pop,Maroon 5,Radio,Germany
237,24,Other,Bachelor's,33.39409963433146,Pop,Taylor Swift,Radio,Australia
238,51,Male,Some college,19.694839216589273,Pop,Taylor Swift,Social Media,Brazil
239,60,Male,Some college,14.277239649166503,Pop,Rita Ora,Playlist,UK
240,42,Other,High school,21.11317132526954,Pop,Taylor Swift,Playlist,India
241,14,Male,High school,12.159853473060599,Rock,Imagine Dragons,Concert,Australia
242,44,Female,Master's,13.87735301597749,Pop,Maroon 5,Radio,Brazil
243,67,Female,Some college,16.352579187229875,Pop,Ed Sheeran,Radio,Germany
244,57,Female,High school,14.968579404760613,Rock,Imagine Dragons,Radio,Mexico
245,37,Female,Some college,22.067413569935244,Rock,Nirvana,Radio,USA
246,37,Female,Master's,28.146152630541636,Electronic,Kygo,Friend,UK
247,16,Other,PhD,32.51659062843752,Jazz,Nina Simone,Search,India
248,31,Female,High school,14.084954010714345,Pop,Taylor Swift,Concert,Australia
249,60,Female,High school,16.617648611362927,Pop,Ed Sheeran,Search,Canada
250,16,Male,PhD,20.6252762023693,Jazz,Miles Davis,Friend,Japan
251,55,Female,High school,15.443649582072839,Pop,Taylor Swift,Social Media,India
252,25,Male,Bachelor's,21.57110967011292,Pop,Rita Ora,Friend,Canada
253,51,Other,Master's,9.973431219892417,Pop,Adele,Concert,Germany
254,48,Female,Some college,19.411077251269734,Pop,Taylor Swift,Search,Brazil
255,35,Male,High school,24.239656585269096,Pop,Taylor Swift,Playlist,USA
256,18,Other,Master's,26.058374426592387,Electronic,Kygo,Concert,UK
257,36,Male,Some college,18.23113745218814,Pop,Justin Bieber,Search,USA
258,56,Male,Some college,10.354388059124695,Pop,Taylor Swift,Social Media,Australia
259,45,Female,Some college,18.836524842301966,Pop,Selena Gomez,Search,France
260,24,Female,PhD,27.98019667547423,Indie,Florence + The Machine,Friend,Australia
261,53,Other,Some college,21.19787101927857,Rock,Nirvana,Friend,Japan
262,33,Male,High school,25.956675287449553,Rock,Imagine Dragons,Social Media,Brazil
263,23,Other,PhD,26.959514378133676,Jazz,Nina Simone,Radio,USA
264,67,Other,High school,13.216454982560064,Pop,Taylor Swift,Playlist,Brazil
265,56,Male,PhD,9.420978435900125,Indie,The Neighbourhood,Friend,Brazil
266,50,Male,High school,14.925526013756793,Pop,Rita Ora,Radio,France
267,41,Male,High school,20.616663812178043,Rock,Foo Fighters,Search,India
268,60,Male,Some college,10.994258503700063,Pop,Britney Spears,Playlist,India
269,53,Male,Some college,15.971615643411278,Pop,Olivia Rodrigo,Friend,France
270,15,Other,High school,18.283518040147293,Pop,Olivia Rodrigo,Social Media,Germany
271,40,Male,High school,21.208350848562638,Pop,Justin Bieber,Playlist,Germany
272,32,Female,Bachelor's,13.163010812260307,Pop,Taylor Swift,Friend,Canada
273,38,Female,High school,18.926247738497256,Pop,Adele,Friend,Mexico
274,36,Other,Master's,20.532767347221032,Electronic,David Guetta,Concert,Japan
275,66,Male,High school,14.183371214591476,Rock,Imagine Dragons,Search,UK
276,64,Other,High school,13.847058612830406,Rock,Linkin Park,Playlist,France
277,59,Female,High school,13.590111055230372,Pop,Taylor Swift,Friend,Japan
278,33,Male,PhD,20.636808821386776,Classical,Tchaikovsky,Friend,Mexico
279,66,Female,Some college,18.177447853885628,Rock,Queen,Social Media,Mexico
280,42,Other,Bachelor's,18.663930789296877,Electronic,Avicii,Search,Mexico
281,16,Female,Master's,33.10154099401928,Pop,Rita Ora,Social Media,UK
282,48,Male,Some college,11.564950919789919,Pop,Taylor Swift,Concert,Australia
283,52,Female,Some college,15.865999635738183,Rock,Green Day,Search,India
284,22,Male,Master's,23.14014594664296,Pop,Rita Ora,Concert,India
285,22,Male,High school,30.00051390615492,Pop,Ariana Grande,Concert,Australia
286,54,Other,Some college,15.537772080226414,Pop,Britney Spears,Playlist,USA
287,36,Male,High school,20.054509466968106,Rock,AC/DC,Concert,France
288,16,Other,Master's,32.49130956953368,Pop,Britney Spears,Playlist,India
289,59,Male,PhD,14.067085860083262,Classical,Wolfgang Amadeus Mozart,Search,UK
290,39,Female,Master's,9.207947868086645,Hip-hop,Lil Nas X,Friend,Mexico
291,63,Female,High school,19.12369307695267,Rock,Foo Fighters,Concert,Australia
292,57,Other,High school,21.72642294510773,Pop,Selena Gomez,Concert,USA
293,16,Other,PhD,15.58442171080577,Indie,The 1975,Search,Mexico
294,44,Male,Master's,24.561336378925866,Rock,Coldplay,Concert,France
295,22,Other,Master's,24.435086099506364,Pop,Taylor Swift,Playlist,Germany
296,23,Male,PhD,36.585427482488484,Indie,Vampire Weekend,Radio,Brazil
297,40,Male,High school,16.892511371511937,Rock,Imagine Dragons,Radio,UK
298,58,Other,High school,17.18755156906331,Rock,Linkin Park,Friend,UK
299,20,Other,High school,15.81530186762633,Pop,Olivia Rodrigo,Playlist,USA
300,52,Male,Master's,20.530813116716605,Electronic,Calvin Harris,Concert,USA
301,34,Male,High school,23.485813329215,Rock,Linkin Park,Radio,India
302,46,Female,Master's,13.532453068776523,Pop,Maroon 5,Concert,Japan
303,57,Male,High school,16.210044060616028,Pop,Rita Ora,Concert,UK
304,47,Male,PhD,16.45964641554441,Classical,Seattle Symphony Orchestra,Search,Australia
305,47,Male,Master's,16.088749187203952,Electronic,Avicii,Concert,Canada
306,37,Female,Master's,16.07823810532101,Pop,Rita Ora,Search,Brazil
307,46,Male,High school,6.180712142764651,Rock,Imagine Dragons,Radio,Mexico
308,18,Female,Some college,27.78816057157793,Pop,Billie Eilish,Radio,France
309,53,Other,Master's,17.97485070702484,Electronic,Zedd,Concert,USA
310,49,Male,PhD,21.77909826062743,Indie,The Neighbourhood,Friend,Germany
311,13,Other,High school,17.851964235198036,Pop,Maroon 5,Playlist,Australia
312,24,Other,High school,32.337333391735996,Pop,Billie Eilish,Friend,Japan
313,47,Male,Some college,19.01504910926204,Rock,Nirvana,Social Media,Australia
314,18,Female,PhD,22.941636536864834,Classical,Johannes Brahms,Social Media,Australia
315,66,Female,Bachelor's,19.270248793229882,Pop,Olivia Rodrigo,Social Media,Canada
316,29,Female,High school,16.88188743709972,Pop,Selena Gomez,Social Media,USA
317,21,Female,PhD,33.07241189360354,Jazz,Louis Armstrong,Search,Brazil
318,14,Other,Some college,19.813261722945853,Pop,Olivia Rodrigo,Social Media,Germany
319,30,Other,Bachelor's,23.160115659215958,Electronic,Avicii,Concert,Germany
320,61,Female,High school,14.81357045098851,Rock,Nirvana,Radio,Canada
321,48,Female,Some college,12.59882777323223,Pop,Rita Ora,Friend,France
322,69,Female,High school,7.864923864161091,Pop,Adele,Playlist,India
323,40,Other,High school,19.67152018680374,Rock,Coldplay,Social Media,Australia
324,53,Other,High school,18.246848642380964,Pop,Olivia Rodrigo,Playlist,India
325,65,Other,High school,12.598984675045408,Rock,Linkin Park,Social Media,Japan
326,49,Male,Some college,18.98408219578244,Pop,Adele,Concert,Brazil
327,61,Male,Some college,18.588794918979175,Pop,Britney Spears,Concert,Australia
328,38,Male,High school,21.10231775541933,Rock,Linkin Park,Radio,USA
329,16,Male,Bachelor's,36.594475411503865,Pop,Britney Spears,Social Media,France
330,52,Male,Some college,17.72318888104733,Rock,Coldplay,Friend,Germany
331,48,Other,Master's,6.665125001730363,Electronic,Calvin Harris,Social Media,India
332,63,Other,Some college,14.316620468581439,Pop,Britney Spears,Search,Australia
333,43,Other,High school,15.470022446008278,Pop,Dua Lipa,Friend,Japan
334,42,Female,High school,19.111301283043133,Pop,Lauv,Concert,Australia
335,62,Male,High school,14.127496340487781,Pop,Britney Spears,Friend,Australia
336,46,Female,High school,16.3586306998235,Rock,Coldplay,Social Media,USA
337,31,Other,High school,25.21603586943678,Pop,Maroon 5,Friend,USA
338,30,Female,PhD,21.674903151986708,Jazz,Miles Davis,Search,Brazil
339,42,Male,PhD,22.604606692888396,Indie,Arctic Monkeys,Radio,Brazil
340,33,Other,PhD,25.167800678372426,Electronic,David Guetta,Concert,India
341,15,Male,Master's,14.644963384713424,Electronic,Marshmello,Friend,UK
342,18,Male,Bachelor's,24.58179354752137,Pop,Olivia Rodrigo,Friend,Canada
343,50,Other,High school,18.312472847821137,Rock,Imagine Dragons,Social Media,Brazil
344,25,Other,PhD,20.177514897379105,Classical,London Symphony Orchestra,Friend,Japan
345,57,Male,High school,21.092270035404518,Rock,Coldplay,Playlist,USA
346,66,Male,High school,13.536130904105786,Pop,Britney Spears,Playlist,USA
347,15,Other,Bachelor's,19.008948907645106,Electronic,Calvin Harris,Concert,Japan
348,60,Male,Some college,20.24121428506711,Pop,Rita Ora,Search,Australia
349,40,Other,High school,21.75413185209135,Hip-hop,$uicideboy$,Social Media,Australia
350,34,Other,High school,23.564680365408655,Rock,Green Day,Social Media,Brazil
351,52,Male,Some college,7.817640821145954,Pop,Lauv,Radio,USA
352,52,Female,High school,21.400241136610486,Rock,Queen,Radio,USA
353,24,Female,Master's,18.591671583157343,Electronic,Deadmau5,Friend,Australia
354,35,Female,Master's,19.856801414576378,Pop,Dua Lipa,Radio,Australia
355,43,Other,PhD,19.4007095287229,Jazz,Nina Simone,Radio,Canada
356,30,Female,Some college,16.990269456606175,Rock,Linkin Park,Social Media,Australia
357,19,Female,PhD,31.341024665030822,Classical,Pyotr Ilyich Tchaikovsky,Radio,Canada
358,20,Other,Some college,23.307160264278163,Rock,Nirvana,Radio,Australia
359,31,Female,High school,16.788969747256303,Rock,Nirvana,Radio,Mexico
360,41,Female,PhD,22.338881736604232,Indie,Vampire Weekend,Playlist,Brazil
361,56,Other,PhD,21.89867571644336,Classical,London Symphony Orchestra,Friend,France
362,32,Male,Master's,29.821875036337484,Rock,Coldplay,Concert,Brazil
363,62,Other,High school,13.677955601293046,Pop,Ariana Grande,Radio,UK
